epoch,acc,loss,val_acc,val_loss
0,0.5659574270248413,0.8251872658729553,0.6428571343421936,0.6888798475265503
1,0.5106382966041565,0.7887170314788818,0.6607142686843872,0.6780925393104553
2,0.5404255390167236,0.7625425457954407,0.6607142686843872,0.674098014831543
3,0.5446808338165283,0.7417309880256653,0.6607142686843872,0.6714773774147034
4,0.5446808338165283,0.7161117196083069,0.6428571343421936,0.6659674048423767
5,0.5319148898124695,0.736337423324585,0.6428571343421936,0.6604127883911133
6,0.5617021322250366,0.7565641403198242,0.6428571343421936,0.6540895700454712
7,0.5872340202331543,0.7290041446685791,0.6428571343421936,0.6495017409324646
8,0.6297872066497803,0.647809624671936,0.6428571343421936,0.6446322202682495
9,0.6042553186416626,0.6711277365684509,0.6607142686843872,0.6407697796821594
10,0.5787234306335449,0.7277562618255615,0.6607142686843872,0.6364743113517761
11,0.6255319118499756,0.6708729863166809,0.6607142686843872,0.6318698525428772
12,0.5659574270248413,0.7118085026741028,0.6607142686843872,0.628754198551178
13,0.6170212626457214,0.6401556134223938,0.6607142686843872,0.6264039278030396
14,0.6297872066497803,0.6305530071258545,0.6607142686843872,0.624060332775116
15,0.6170212626457214,0.6507704854011536,0.6607142686843872,0.620258629322052
16,0.6382978558540344,0.6314774751663208,0.6607142686843872,0.6175762414932251
17,0.5872340202331543,0.6742430329322815,0.6428571343421936,0.6157194375991821
18,0.6127659678459167,0.6644914746284485,0.6428571343421936,0.6137303113937378
19,0.6085106134414673,0.6814467906951904,0.6428571343421936,0.611443817615509
20,0.6255319118499756,0.6270135045051575,0.6607142686843872,0.6093448996543884
21,0.5702127814292908,0.7212268710136414,0.6607142686843872,0.6075273156166077
22,0.6297872066497803,0.636468231678009,0.6607142686843872,0.6055940389633179
23,0.5872340202331543,0.6898437738418579,0.6428571343421936,0.603333592414856
24,0.6425532102584839,0.637520968914032,0.6607142686843872,0.600842297077179
25,0.5702127814292908,0.6993213295936584,0.6607142686843872,0.5979690551757812
26,0.6468085050582886,0.6427043080329895,0.6607142686843872,0.5950890779495239
27,0.6595744490623474,0.6113559007644653,0.6607142686843872,0.5921808481216431
28,0.6553191542625427,0.6277886033058167,0.6785714030265808,0.5891701579093933
29,0.6468085050582886,0.623042106628418,0.6785714030265808,0.5852680802345276
30,0.6680850982666016,0.6316152215003967,0.6785714030265808,0.5831184387207031
31,0.6468085050582886,0.6620442271232605,0.6964285969734192,0.5814428329467773
32,0.6297872066497803,0.6490591764450073,0.6964285969734192,0.5789312124252319
33,0.6553191542625427,0.6447517275810242,0.6964285969734192,0.5771576762199402
34,0.6255319118499756,0.661862850189209,0.6964285969734192,0.5749709010124207
35,0.7063829898834229,0.6039819121360779,0.7142857313156128,0.5720924735069275
36,0.6297872066497803,0.673774242401123,0.7142857313156128,0.5712258219718933
37,0.5872340202331543,0.671349823474884,0.7142857313156128,0.56976318359375
38,0.6297872066497803,0.6518748998641968,0.7142857313156128,0.5683303475379944
39,0.6553191542625427,0.6420629024505615,0.6964285969734192,0.5679243206977844
40,0.6765957474708557,0.6225579380989075,0.6964285969734192,0.5665373206138611
41,0.651063859462738,0.6178717613220215,0.6964285969734192,0.5654458999633789
42,0.6808510422706604,0.6188615560531616,0.6964285969734192,0.5637624859809875
43,0.6765957474708557,0.6326557993888855,0.6964285969734192,0.5614457726478577
44,0.6893616914749146,0.6110128164291382,0.6964285969734192,0.5595046877861023
45,0.6425532102584839,0.6308159232139587,0.6964285969734192,0.5579966902732849
46,0.6851063966751099,0.6083397269248962,0.6964285969734192,0.556967556476593
47,0.6893616914749146,0.6016430854797363,0.6964285969734192,0.5565804243087769
48,0.6808510422706604,0.6026185154914856,0.7321428656578064,0.5560726523399353
49,0.651063859462738,0.618096649646759,0.7321428656578064,0.5561248064041138
50,0.6127659678459167,0.6497808694839478,0.7142857313156128,0.5575241446495056
51,0.6851063966751099,0.6274462938308716,0.7142857313156128,0.5594188570976257
52,0.6638298034667969,0.6345474720001221,0.7142857313156128,0.5605648756027222
53,0.6808510422706604,0.5842781066894531,0.6964285969734192,0.5602697730064392
54,0.7063829898834229,0.6248601675033569,0.6964285969734192,0.5592787861824036
55,0.6680850982666016,0.5859454274177551,0.6964285969734192,0.5575851202011108
56,0.6851063966751099,0.5859609246253967,0.6785714030265808,0.5570164322853088
57,0.6851063966751099,0.6109743118286133,0.6785714030265808,0.5583122372627258
58,0.7191489338874817,0.589827835559845,0.6607142686843872,0.5592119097709656
59,0.693617045879364,0.6148439049720764,0.6785714030265808,0.5599014163017273
60,0.6893616914749146,0.5878294110298157,0.6785714030265808,0.5604495406150818
61,0.651063859462738,0.6097434163093567,0.6785714030265808,0.5603513121604919
62,0.714893639087677,0.5822804570198059,0.6785714030265808,0.5595722794532776
63,0.6553191542625427,0.5958843231201172,0.6785714030265808,0.5588527917861938
64,0.6765957474708557,0.5971278548240662,0.6785714030265808,0.5586503744125366
65,0.6680850982666016,0.636381208896637,0.6785714030265808,0.5581202507019043
66,0.6978723406791687,0.5909348130226135,0.6785714030265808,0.5583778619766235
67,0.6808510422706604,0.6004284024238586,0.6785714030265808,0.5578314661979675
68,0.672340452671051,0.6046614646911621,0.6785714030265808,0.5597730875015259
69,0.672340452671051,0.6107308268547058,0.6964285969734192,0.5607758164405823
70,0.6893616914749146,0.5879950523376465,0.6964285969734192,0.5597735047340393
71,0.6808510422706604,0.6064011454582214,0.6964285969734192,0.5591132044792175
72,0.6978723406791687,0.6221123933792114,0.6964285969734192,0.5589603781700134
73,0.6425532102584839,0.6360815763473511,0.6964285969734192,0.5598694086074829
74,0.6765957474708557,0.6082271337509155,0.6964285969734192,0.5594224333763123
75,0.6851063966751099,0.6142842173576355,0.6964285969734192,0.5591210126876831
76,0.6680850982666016,0.60311359167099,0.6964285969734192,0.559071958065033
77,0.6978723406791687,0.5819810032844543,0.6964285969734192,0.5593070983886719
78,0.714893639087677,0.5535514950752258,0.6964285969734192,0.5577632784843445
79,0.6893616914749146,0.605489194393158,0.6964285969734192,0.5571376085281372
80,0.7106382846832275,0.5743917226791382,0.6964285969734192,0.5566467642784119
81,0.672340452671051,0.5959503650665283,0.6964285969734192,0.5579640865325928
82,0.7191489338874817,0.570599377155304,0.6785714030265808,0.5591129660606384
83,0.7063829898834229,0.585789144039154,0.6785714030265808,0.5614683032035828
84,0.6978723406791687,0.5794151425361633,0.6607142686843872,0.5621896386146545
85,0.6808510422706604,0.6139678359031677,0.6785714030265808,0.56275475025177
86,0.6297872066497803,0.6602941751480103,0.6785714030265808,0.564769446849823
87,0.7063829898834229,0.5863695740699768,0.6785714030265808,0.5659050345420837
88,0.693617045879364,0.581887423992157,0.6785714030265808,0.5664888620376587
89,0.693617045879364,0.5992926359176636,0.6785714030265808,0.5651196241378784
90,0.6851063966751099,0.5835745334625244,0.6785714030265808,0.5641103982925415
91,0.672340452671051,0.5998620986938477,0.6785714030265808,0.5615889430046082
92,0.7234042286872864,0.5865564942359924,0.6785714030265808,0.5606657266616821
93,0.6893616914749146,0.5943452715873718,0.6785714030265808,0.5615082383155823
94,0.7021276354789734,0.5830984115600586,0.6785714030265808,0.5625670552253723
95,0.714893639087677,0.5799669623374939,0.6785714030265808,0.5623855590820312
96,0.6765957474708557,0.6106025576591492,0.6785714030265808,0.5623718500137329
97,0.693617045879364,0.6059525012969971,0.6785714030265808,0.5628389716148376
98,0.6851063966751099,0.6006600260734558,0.6785714030265808,0.5626887679100037
99,0.7234042286872864,0.5852862596511841,0.6785714030265808,0.5627371668815613
100,0.6680850982666016,0.6023588180541992,0.6785714030265808,0.5619368553161621
101,0.7063829898834229,0.5955323576927185,0.6785714030265808,0.5599084496498108
102,0.7276595830917358,0.5670754313468933,0.6785714030265808,0.5584404468536377
103,0.7106382846832275,0.5698767304420471,0.6785714030265808,0.5588143467903137
104,0.7404255270957947,0.5800551176071167,0.6785714030265808,0.5587760806083679
105,0.7234042286872864,0.5679336190223694,0.6785714030265808,0.5595179796218872
106,0.714893639087677,0.6057184338569641,0.6785714030265808,0.5605076551437378
107,0.6978723406791687,0.5744831562042236,0.6785714030265808,0.5609081983566284
108,0.7234042286872864,0.5620015263557434,0.6785714030265808,0.5627106428146362
109,0.7191489338874817,0.568676233291626,0.6785714030265808,0.5628796815872192
110,0.693617045879364,0.6142940521240234,0.6785714030265808,0.5638231635093689
111,0.6851063966751099,0.5852811336517334,0.6785714030265808,0.5637368559837341
112,0.693617045879364,0.5783374905586243,0.6964285969734192,0.5655368566513062
113,0.6978723406791687,0.6069916486740112,0.6964285969734192,0.5663395524024963
114,0.693617045879364,0.5673471689224243,0.6964285969734192,0.5666951537132263
115,0.714893639087677,0.5784270167350769,0.6964285969734192,0.5660661458969116
116,0.7191489338874817,0.5738817453384399,0.6964285969734192,0.5670753717422485
117,0.73617023229599,0.577937126159668,0.6964285969734192,0.5671200156211853
118,0.7276595830917358,0.5821446776390076,0.6964285969734192,0.5665867924690247
119,0.7063829898834229,0.5844936966896057,0.6964285969734192,0.5661920309066772
120,0.7063829898834229,0.5766003727912903,0.6964285969734192,0.5655815005302429
121,0.7531914710998535,0.5435683131217957,0.7142857313156128,0.5666350722312927
122,0.672340452671051,0.6168023943901062,0.6964285969734192,0.5663391351699829
123,0.6893616914749146,0.585537314414978,0.6964285969734192,0.5661170482635498
124,0.6893616914749146,0.6051020622253418,0.6964285969734192,0.5665397047996521
125,0.6978723406791687,0.5773681402206421,0.6964285969734192,0.5668722987174988
126,0.6893616914749146,0.6039055585861206,0.6785714030265808,0.5658398866653442
127,0.7617021203041077,0.5507871508598328,0.6785714030265808,0.5641392469406128
